Tenth_Percentage,Twelfth_Percentage,JEE_Percentile,CUET_Score,Category,State,Family_Income,Gender,Gap_Year,CGPA,Backlogs,Extracurricular,Research_Paper,Internship,Desired_Branch,College_Tier,Admission_Chance
86.07,87.45,99.99,705.68,EWS,West_Bengal,20.78,Male,0,6.61,0,1,0,1,ME,Tier_1,0.6507
87.92,76.1,76.09,800.0,General,Karnataka,15.83,Male,0,7.85,1,1,0,0,CSE,Tier_2,0.5863
56.31,63.97,30.08,481.08,SC,Karnataka,8.52,Male,0,5.58,1,1,0,2,EE,Tier_1,0.3505
80.81,76.18,53.83,609.76,SC,Gujarat,3.81,Female,1,6.35,0,1,1,1,CE,Tier_1,0.5797
71.27,77.89,53.46,423.32,ST,West_Bengal,1.49,Female,0,6.03,3,1,0,0,Chemical,Tier_1,0.4347
80.76,74.82,85.79,684.37,OBC,Tamil_Nadu,5.0,Male,0,8.54,0,1,0,1,CSE,Tier_2,0.6839
71.97,65.13,54.19,525.5,General,Uttar_Pradesh,5.88,Female,0,7.38,0,0,0,1,CSE,Tier_1,0.3152
66.57,68.66,54.01,572.34,General,Uttar_Pradesh,8.0,Male,0,6.43,0,1,0,1,ECE,Tier_1,0.4524
82.0,74.34,54.52,446.12,OBC,Delhi,15.12,Female,0,8.61,0,0,0,0,ECE,Tier_3,0.6029
69.11,52.94,43.98,555.68,OBC,Telangana,12.64,Male,0,4.55,1,1,0,2,Biotech,Tier_2,0.5282
83.34,73.52,55.4,673.1,OBC,Maharashtra,7.96,Female,0,6.03,0,1,0,2,CE,Tier_1,0.534
82.58,99.0,84.8,475.44,OBC,Delhi,5.37,Male,0,6.51,1,1,1,0,ECE,Tier_3,0.7244
87.68,66.81,99.99,637.61,OBC,Uttar_Pradesh,2.19,Male,0,7.55,0,1,1,2,CSE,Tier_1,0.677
72.05,72.36,95.65,475.56,General,Tamil_Nadu,3.89,Female,0,6.77,0,0,0,0,CE,Tier_1,0.5073
73.51,69.51,71.42,485.32,General,Uttar_Pradesh,3.41,Male,0,6.65,0,1,0,2,CSE,Tier_3,0.5718
78.1,89.36,56.01,434.08,ST,Telangana,50.0,Male,0,7.46,1,1,0,0,CSE,Tier_1,0.4773
54.92,49.56,47.7,441.37,SC,Karnataka,36.45,Female,0,8.11,0,0,1,1,EE,Tier_3,0.5726
83.54,79.29,72.09,463.61,OBC,Delhi,2.7,Male,1,7.63,0,0,1,0,EE,Tier_3,0.61
98.24,94.26,68.94,608.95,OBC,Maharashtra,10.12,Male,0,7.56,0,0,2,0,CSE,Tier_3,0.7412
85.64,78.51,76.42,630.09,General,Maharashtra,2.51,Female,0,7.29,0,0,0,0,ME,Tier_1,0.4986
86.08,74.11,99.99,669.21,General,Gujarat,8.84,Male,0,8.58,1,1,1,1,CE,Tier_1,0.6064
96.53,87.39,89.54,621.35,ST,Tamil_Nadu,4.99,Male,0,10.0,0,0,0,1,EE,Tier_1,0.7431
73.97,69.3,99.99,575.08,General,Delhi,6.6,Male,1,7.91,0,1,0,1,CSE,Tier_3,0.7092
75.33,70.23,51.18,455.59,General,West_Bengal,17.14,Male,0,6.76,1,0,1,0,IT,Tier_3,0.4295
76.63,81.09,66.28,473.81,OBC,Gujarat,9.95,Male,0,7.02,1,1,0,1,CE,Tier_3,0.6502
86.35,83.67,93.7,696.21,ST,Kerala,14.82,Female,0,9.02,0,1,0,1,ME,Tier_2,0.7695
81.87,81.73,69.83,587.53,OBC,Tamil_Nadu,11.05,Female,0,7.64,0,0,0,0,ME,Tier_1,0.5129
73.74,74.26,80.93,594.08,OBC,West_Bengal,4.11,Male,2,8.16,1,1,0,0,ME,Tier_1,0.5413
86.61,88.3,97.05,573.86,EWS,Karnataka,2.59,Male,0,7.85,1,1,0,0,Chemical,Tier_1,0.6086
75.93,83.58,99.99,611.14,ST,Telangana,5.81,Female,0,8.85,0,0,0,1,EE,Tier_3,0.7346
67.07,64.66,65.69,580.27,OBC,Telangana,5.81,Female,0,5.78,0,1,0,1,ECE,Tier_3,0.6656
87.97,88.14,54.3,614.35,General,West_Bengal,4.86,Male,0,6.35,0,1,1,1,CSE,Tier_1,0.4462
56.1,48.9,61.21,511.29,OBC,West_Bengal,4.21,Female,1,6.05,0,1,0,0,ECE,Tier_2,0.4717
59.51,43.63,82.49,682.29,EWS,West_Bengal,7.79,Female,0,7.46,0,1,0,3,CSE,Tier_3,0.7016
72.73,85.52,70.07,693.36,SC,Uttar_Pradesh,21.26,Female,1,5.76,0,1,0,0,CE,Tier_1,0.581
70.31,66.55,61.98,461.78,EWS,Tamil_Nadu,1.38,Male,0,6.11,1,1,0,0,EE,Tier_2,0.4403
73.13,73.21,52.7,407.55,OBC,Rajasthan,2.73,Female,0,8.07,1,0,0,0,ECE,Tier_2,0.4819
92.8,75.16,80.82,591.94,General,Kerala,9.11,Female,1,8.62,1,1,2,4,Chemical,Tier_1,0.6625
90.13,72.92,93.89,491.82,OBC,Rajasthan,1.67,Female,0,7.99,1,1,0,2,Biotech,Tier_2,0.6623
86.48,74.83,99.99,725.61,EWS,Karnataka,2.33,Female,0,7.21,0,1,0,0,ME,Tier_1,0.5984
53.67,62.71,30.56,471.44,General,Uttar_Pradesh,40.14,Male,0,7.44,1,1,0,3,ME,Tier_1,0.3473
73.64,67.42,53.91,506.38,OBC,Uttar_Pradesh,11.59,Male,0,6.46,0,0,1,2,CSE,Tier_1,0.5088
78.16,72.03,48.51,463.72,OBC,Maharashtra,50.0,Female,0,7.59,0,0,0,2,Chemical,Tier_3,0.5825
88.42,75.93,99.99,555.43,OBC,Uttar_Pradesh,1.88,Female,0,7.98,1,1,0,1,CSE,Tier_3,0.6664
91.32,93.25,95.21,754.35,OBC,Maharashtra,39.17,Female,0,8.22,0,1,0,1,EE,Tier_1,0.6791
88.2,88.69,40.07,606.54,OBC,Uttar_Pradesh,2.59,Male,0,8.85,0,1,0,0,EE,Tier_3,0.626
56.15,55.43,48.06,469.97,EWS,Maharashtra,15.12,Female,0,6.73,1,1,1,0,ECE,Tier_2,0.5138
78.09,80.13,56.05,752.54,General,Karnataka,1.3,Male,0,7.14,0,0,0,1,CSE,Tier_1,0.3919
98.19,86.77,63.4,617.21,SC,Kerala,9.32,Female,0,7.54,0,1,1,0,EE,Tier_3,0.7633
51.24,53.16,53.98,159.03,General,Maharashtra,9.86,Female,0,5.99,0,1,0,2,ECE,Tier_3,0.5097
87.71,81.0,92.03,517.84,General,Karnataka,5.16,Male,1,7.54,0,0,1,1,CSE,Tier_2,0.5089
69.52,73.81,73.0,574.14,General,Karnataka,2.43,Male,0,7.49,0,1,0,1,Chemical,Tier_1,0.4796
72.02,63.27,45.22,450.36,General,Uttar_Pradesh,5.9,Male,1,6.15,0,0,0,0,ME,Tier_2,0.4008
83.65,82.57,56.72,516.36,OBC,Kerala,8.95,Male,1,6.64,1,1,0,1,EE,Tier_1,0.4198
53.21,77.23,46.52,372.34,General,West_Bengal,2.94,Male,1,5.06,0,1,0,0,ECE,Tier_2,0.387
96.12,88.75,78.98,607.51,General,Telangana,6.26,Female,0,7.99,0,1,0,1,CSE,Tier_2,0.5956
89.63,83.03,81.03,666.46,ST,Delhi,7.02,Male,1,7.66,2,0,0,3,CSE,Tier_2,0.6139
80.03,75.34,77.25,660.71,SC,Karnataka,10.61,Female,1,9.12,0,0,0,3,ECE,Tier_2,0.7287
88.47,85.75,51.8,730.02,EWS,Telangana,2.07,Male,0,8.62,0,1,0,1,CSE,Tier_2,0.5695
78.37,61.98,54.38,663.14,ST,Maharashtra,4.59,Male,1,6.98,0,1,3,2,Biotech,Tier_3,0.7658
77.04,87.54,69.84,483.14,OBC,Tamil_Nadu,8.51,Female,0,6.95,1,1,1,0,CSE,Tier_2,0.5224
86.85,88.65,96.2,574.95,OBC,Tamil_Nadu,5.38,Male,1,8.13,1,1,0,3,CSE,Tier_2,0.6198
89.88,77.76,86.32,558.07,EWS,Kerala,3.07,Male,0,9.51,0,1,0,2,IT,Tier_1,0.6332
68.6,68.27,64.32,564.3,OBC,Tamil_Nadu,15.62,Female,0,7.83,1,1,0,1,IT,Tier_1,0.3854
86.37,76.0,85.98,621.59,OBC,Telangana,16.04,Male,0,6.21,1,0,0,0,Biotech,Tier_1,0.446
63.05,66.53,67.71,533.6,General,Uttar_Pradesh,13.5,Male,1,8.18,1,0,0,1,CSE,Tier_3,0.5392
90.08,83.55,94.97,736.45,General,Karnataka,5.51,Female,1,8.9,1,0,0,0,CSE,Tier_2,0.5101
95.48,88.67,85.65,630.35,ST,Maharashtra,6.27,Male,0,10.0,1,1,0,2,IT,Tier_3,0.8799
89.25,74.25,99.99,679.14,General,Uttar_Pradesh,20.06,Male,0,8.01,1,1,2,0,IT,Tier_1,0.4971
77.53,70.42,48.04,578.56,General,Maharashtra,14.03,Male,1,7.4,1,1,1,0,ECE,Tier_2,0.5254
71.84,79.46,52.94,575.76,SC,Karnataka,20.31,Female,0,7.52,0,1,0,1,Biotech,Tier_2,0.668
78.78,70.88,78.78,644.98,ST,Uttar_Pradesh,7.9,Female,0,6.86,0,1,4,1,IT,Tier_3,0.7257
82.66,56.71,80.84,705.86,EWS,Uttar_Pradesh,12.03,Male,0,6.7,0,1,1,2,ME,Tier_1,0.6001
83.5,77.25,99.99,553.61,SC,Tamil_Nadu,12.57,Male,0,8.55,0,0,1,0,EE,Tier_3,0.7243
62.44,83.0,27.09,470.29,General,Kerala,23.43,Male,0,4.91,0,1,1,1,CSE,Tier_2,0.3596
77.68,81.17,77.74,607.76,OBC,Maharashtra,1.19,Female,0,6.51,0,1,0,0,ECE,Tier_1,0.5059
80.82,71.9,66.79,518.47,General,Kerala,8.15,Female,0,8.06,1,1,0,0,CSE,Tier_2,0.3963
59.12,60.98,49.48,445.68,General,Rajasthan,15.84,Male,0,6.48,0,1,1,1,ECE,Tier_3,0.5157
75.26,78.12,96.99,667.95,ST,Gujarat,18.94,Male,1,8.66,0,0,0,0,CSE,Tier_1,0.5617
80.08,62.0,85.39,525.82,ST,West_Bengal,5.14,Female,1,7.95,1,0,0,1,EE,Tier_2,0.5733
75.49,66.0,45.24,687.11,General,Delhi,10.09,Female,1,7.33,2,1,0,1,IT,Tier_1,0.2838
61.0,65.89,62.66,225.86,OBC,Rajasthan,13.31,Female,0,6.91,1,0,2,0,CSE,Tier_2,0.3963
57.53,73.02,72.99,464.34,EWS,Gujarat,20.16,Male,0,5.81,1,0,0,0,ME,Tier_3,0.5515
89.82,79.36,81.98,543.28,OBC,Rajasthan,9.82,Male,1,7.48,1,1,1,1,CE,Tier_2,0.6594
76.18,85.86,50.36,538.84,General,Telangana,9.08,Male,0,7.56,0,1,1,1,CSE,Tier_1,0.5522
96.9,81.79,82.34,666.33,General,Maharashtra,5.95,Female,0,8.64,1,1,1,0,ECE,Tier_2,0.6719
82.8,50.88,73.12,497.3,OBC,Kerala,18.12,Male,0,7.07,1,0,0,1,CSE,Tier_1,0.3675
79.84,81.84,77.14,272.34,OBC,Kerala,19.98,Male,0,5.43,0,1,0,1,CE,Tier_2,0.5303
97.28,92.42,52.37,669.85,SC,Telangana,17.03,Female,2,7.6,1,1,0,1,Chemical,Tier_1,0.5652
77.51,80.15,55.33,597.13,General,West_Bengal,13.38,Female,1,7.15,1,0,1,2,ME,Tier_1,0.4999
97.77,94.02,98.15,627.7,OBC,Gujarat,8.99,Female,0,8.14,0,1,0,1,EE,Tier_1,0.727
96.45,89.05,99.06,584.63,General,Uttar_Pradesh,4.62,Female,0,7.28,0,0,0,0,IT,Tier_1,0.4374
59.32,59.45,65.3,447.64,General,Uttar_Pradesh,4.09,Female,2,7.23,0,1,0,0,Biotech,Tier_2,0.4893
61.89,61.56,74.23,327.36,General,Kerala,16.84,Male,1,5.0,0,0,2,2,EE,Tier_1,0.3341
73.25,67.59,85.42,473.1,OBC,Delhi,18.28,Male,0,8.26,1,1,0,1,CSE,Tier_2,0.5478
65.78,62.84,60.45,450.02,OBC,Telangana,8.99,Female,0,7.78,0,0,1,0,CSE,Tier_1,0.451
42.29,40.0,44.76,446.51,General,Tamil_Nadu,8.99,Male,0,5.18,0,0,1,0,CSE,Tier_2,0.2738
74.53,62.46,89.93,695.81,EWS,Karnataka,8.76,Male,2,8.14,1,0,1,0,CSE,Tier_2,0.5034
67.65,66.05,50.0,575.56,General,Uttar_Pradesh,19.28,Female,0,7.01,0,0,0,1,CE,Tier_2,0.5619
60.31,44.29,76.59,589.45,SC,West_Bengal,13.53,Male,0,6.88,0,0,1,0,ME,Tier_1,0.5794
66.89,50.76,35.88,504.91,EWS,Delhi,5.24,Female,0,5.45,0,1,1,1,CE,Tier_3,0.5716
66.88,64.14,78.13,475.14,General,Rajasthan,11.1,Male,0,9.2,0,0,0,0,CSE,Tier_3,0.499
77.86,73.48,79.2,687.67,General,Tamil_Nadu,2.08,Female,0,8.64,0,1,4,1,IT,Tier_3,0.6905
70.11,66.57,66.9,471.69,General,Rajasthan,4.51,Female,0,6.19,1,1,0,0,CSE,Tier_1,0.3512
93.08,66.12,73.31,660.22,ST,Delhi,1.82,Female,0,7.58,0,1,0,2,EE,Tier_2,0.713
68.06,80.06,68.46,691.33,OBC,Maharashtra,3.72,Male,0,7.76,1,1,1,0,EE,Tier_3,0.6863
68.85,56.7,71.67,655.61,General,Delhi,4.01,Male,2,4.97,0,1,0,1,CE,Tier_3,0.5211
73.33,64.79,76.73,336.72,General,Delhi,1.4,Female,1,8.15,1,0,0,1,CSE,Tier_2,0.4183
66.96,56.78,77.03,469.75,General,Rajasthan,18.88,Male,0,6.31,0,1,0,0,CE,Tier_2,0.5446
86.61,91.02,66.03,627.41,OBC,Uttar_Pradesh,4.92,Female,0,8.5,0,1,0,1,Biotech,Tier_3,0.7491
85.46,83.19,45.34,634.78,SC,Rajasthan,5.71,Male,0,7.67,0,1,0,1,IT,Tier_2,0.5619
98.12,84.9,58.98,466.88,OBC,Rajasthan,3.71,Female,0,8.53,0,1,0,2,CSE,Tier_1,0.5394
74.27,67.64,52.76,308.98,General,Delhi,11.62,Male,1,7.78,0,1,0,1,ECE,Tier_2,0.4735
73.64,72.98,99.99,675.77,ST,Telangana,22.3,Male,1,8.52,0,0,0,2,IT,Tier_1,0.5939
79.89,65.95,94.66,666.74,ST,Rajasthan,11.23,Male,0,8.64,1,1,0,1,CSE,Tier_1,0.6083
70.67,72.51,44.85,341.55,OBC,Maharashtra,9.76,Female,1,6.44,0,1,0,2,EE,Tier_2,0.473
74.14,67.51,91.82,519.77,SC,Uttar_Pradesh,1.52,Male,2,9.29,0,1,0,0,Chemical,Tier_3,0.6842
77.32,78.28,82.88,634.35,ST,Tamil_Nadu,6.81,Female,0,7.35,0,1,0,1,ECE,Tier_2,0.6697
97.97,92.47,48.38,491.07,OBC,Tamil_Nadu,12.4,Male,0,7.49,2,1,0,1,CSE,Tier_1,0.4678
71.57,65.35,63.2,627.07,General,Karnataka,19.29,Female,1,7.01,0,1,0,2,ME,Tier_3,0.6185
58.08,44.24,26.78,466.81,OBC,Uttar_Pradesh,12.0,Male,0,6.1,0,1,0,0,ECE,Tier_1,0.4052
95.97,85.21,75.45,491.15,General,Karnataka,39.26,Male,2,8.14,1,1,0,1,ME,Tier_2,0.4793
80.8,64.97,78.57,571.4,General,Tamil_Nadu,4.13,Male,0,7.93,2,0,0,0,ECE,Tier_1,0.4185
79.39,76.2,64.65,382.01,ST,Uttar_Pradesh,4.13,Male,0,8.87,1,1,0,1,ME,Tier_3,0.7228
72.83,68.93,27.84,460.0,ST,Rajasthan,10.04,Female,0,6.3,0,1,0,0,CSE,Tier_1,0.3391
87.61,76.62,48.43,492.68,OBC,Delhi,20.54,Male,0,8.03,1,1,0,0,CSE,Tier_3,0.5673
99.0,78.94,81.88,630.75,ST,Maharashtra,23.36,Female,0,6.69,1,0,0,0,ECE,Tier_1,0.4509
83.96,88.27,83.35,636.6,EWS,Uttar_Pradesh,1.45,Male,0,9.77,1,1,0,1,CSE,Tier_3,0.7234
62.25,59.94,37.79,654.54,SC,Tamil_Nadu,8.07,Male,0,6.05,0,1,0,1,Biotech,Tier_3,0.6158
66.88,85.64,44.52,698.97,EWS,Uttar_Pradesh,15.83,Female,0,9.07,0,1,2,0,ECE,Tier_3,0.7154
99.0,89.58,98.93,670.89,EWS,West_Bengal,15.48,Female,0,8.0,0,0,0,1,CSE,Tier_1,0.6132
64.03,67.63,48.7,510.89,General,Karnataka,11.61,Male,0,4.96,2,1,0,0,EE,Tier_1,0.2794
80.67,76.78,68.43,517.5,EWS,West_Bengal,6.9,Female,2,8.63,1,1,0,1,ME,Tier_2,0.513
68.64,70.78,62.92,570.75,EWS,Uttar_Pradesh,1.0,Female,1,8.17,0,0,1,1,Biotech,Tier_3,0.5953
60.19,70.87,74.47,535.84,General,Uttar_Pradesh,38.28,Female,0,6.45,0,1,0,0,CSE,Tier_1,0.3581
79.94,84.79,33.89,475.76,OBC,Uttar_Pradesh,12.06,Female,0,7.66,1,0,0,2,ME,Tier_3,0.6041
71.74,56.08,57.96,545.18,General,West_Bengal,3.65,Male,0,7.59,2,0,0,0,CSE,Tier_3,0.4603
52.58,63.65,58.13,296.96,OBC,West_Bengal,5.7,Female,0,6.29,2,1,0,3,EE,Tier_3,0.4366
77.15,77.98,85.92,568.23,OBC,Gujarat,9.1,Female,0,8.88,1,1,0,1,CE,Tier_2,0.7294
65.78,66.34,67.59,624.23,General,Uttar_Pradesh,10.81,Male,2,7.87,0,1,2,1,CSE,Tier_1,0.4668
70.32,82.92,44.25,438.11,OBC,Kerala,2.43,Female,1,7.13,1,0,2,2,CE,Tier_2,0.5033
81.73,91.23,73.67,454.66,OBC,Kerala,3.34,Male,1,7.24,1,0,1,0,IT,Tier_2,0.4685
56.93,67.09,40.45,482.99,General,Karnataka,11.03,Male,0,7.54,0,1,0,0,Biotech,Tier_1,0.372
88.08,77.31,80.15,576.2,SC,Telangana,4.66,Male,1,7.51,2,0,0,2,CSE,Tier_1,0.5368
69.69,59.24,53.81,544.86,EWS,Tamil_Nadu,1.78,Male,1,5.38,1,0,1,2,CSE,Tier_3,0.5301
82.83,84.02,71.41,689.68,General,Kerala,3.92,Male,0,7.59,0,1,0,0,CE,Tier_3,0.6833
67.26,77.96,71.56,278.45,OBC,Telangana,7.32,Female,0,6.31,1,0,2,2,ECE,Tier_3,0.6426
80.8,60.33,57.02,643.22,General,Tamil_Nadu,1.99,Male,1,8.46,0,1,0,1,IT,Tier_2,0.5381
72.97,79.77,45.33,594.69,General,Karnataka,27.33,Male,0,5.96,1,1,0,2,IT,Tier_3,0.522
69.26,66.44,51.59,363.17,OBC,West_Bengal,19.12,Male,0,7.85,0,1,0,1,CSE,Tier_2,0.531
82.0,62.93,69.83,612.91,General,Karnataka,15.38,Female,2,6.62,0,1,0,0,ME,Tier_3,0.6356
92.34,88.4,75.64,506.49,OBC,West_Bengal,7.95,Male,0,5.31,1,1,1,0,CSE,Tier_1,0.5076
84.98,86.76,68.66,655.41,General,Tamil_Nadu,2.75,Female,0,6.2,1,0,0,0,IT,Tier_2,0.4856
78.14,71.89,59.74,552.81,SC,Uttar_Pradesh,3.78,Male,0,7.43,0,1,0,0,CE,Tier_1,0.5668
80.19,67.67,52.04,412.71,General,Karnataka,21.3,Female,0,7.62,1,1,0,0,Biotech,Tier_1,0.3604
82.02,91.11,63.19,730.5,EWS,Gujarat,3.92,Female,0,7.25,2,1,0,3,ECE,Tier_1,0.4621
70.57,64.05,59.61,420.01,OBC,Uttar_Pradesh,7.2,Female,1,6.04,0,1,1,1,EE,Tier_2,0.5168
79.36,84.83,92.56,536.16,General,West_Bengal,5.86,Female,0,6.93,0,1,1,1,CE,Tier_2,0.6359
93.51,73.35,85.87,593.44,General,Gujarat,6.52,Female,2,6.85,1,0,0,0,CE,Tier_2,0.4858
79.85,79.22,51.48,445.49,OBC,Gujarat,6.68,Male,0,7.01,0,1,1,2,ME,Tier_3,0.6259
69.62,71.83,93.72,665.15,EWS,Uttar_Pradesh,6.1,Male,0,7.68,0,0,0,1,ECE,Tier_3,0.7313
99.0,96.29,93.17,679.45,OBC,Delhi,5.15,Male,1,8.91,1,0,1,2,CSE,Tier_2,0.6691
58.04,72.57,15.65,394.71,OBC,Karnataka,5.72,Female,0,4.0,0,0,0,2,EE,Tier_2,0.319
74.52,65.66,15.62,545.82,SC,Uttar_Pradesh,6.25,Male,0,6.49,2,1,0,1,EE,Tier_1,0.3395
69.29,72.67,42.36,367.95,General,Delhi,3.47,Female,0,8.94,1,1,0,1,EE,Tier_2,0.4156
74.1,60.94,70.89,543.77,SC,Gujarat,2.41,Female,0,7.54,2,1,1,0,Biotech,Tier_1,0.4989
86.39,69.45,99.31,689.7,General,Delhi,5.49,Male,0,7.97,1,0,0,0,ECE,Tier_2,0.5765
65.43,61.17,32.25,415.42,ST,Karnataka,3.67,Male,0,5.64,0,0,0,0,CSE,Tier_2,0.413
70.77,72.81,85.38,762.32,ST,West_Bengal,7.01,Male,2,8.78,0,0,0,3,CSE,Tier_2,0.5942
55.07,71.96,68.98,532.02,General,Rajasthan,3.15,Male,0,8.3,1,0,0,0,CSE,Tier_3,0.5205
94.22,99.0,88.25,613.39,General,Tamil_Nadu,1.63,Male,0,6.06,1,1,0,3,ECE,Tier_2,0.5736
75.34,69.9,80.73,610.09,SC,Rajasthan,23.66,Male,1,6.1,0,0,1,1,CSE,Tier_1,0.4899
86.78,83.19,98.79,584.31,SC,Telangana,4.45,Male,0,8.12,1,1,2,4,Biotech,Tier_3,0.9227
78.37,82.4,78.21,614.1,OBC,Delhi,1.25,Male,0,7.78,0,1,0,0,ECE,Tier_2,0.615
74.35,78.17,80.46,608.39,OBC,Telangana,13.39,Male,0,8.05,0,1,0,1,Biotech,Tier_2,0.5816
78.72,73.75,68.81,540.22,General,Uttar_Pradesh,4.98,Male,0,9.42,2,1,1,2,ECE,Tier_1,0.4855
87.27,81.7,92.44,531.79,SC,Tamil_Nadu,7.0,Female,0,6.96,1,1,0,1,CE,Tier_3,0.8216
87.86,80.62,63.52,655.55,General,Gujarat,8.12,Male,0,8.17,0,0,0,1,CE,Tier_2,0.629
79.75,74.16,77.15,670.02,OBC,Gujarat,15.43,Female,0,8.61,1,1,0,1,ECE,Tier_2,0.7284
78.17,71.99,73.99,529.09,General,West_Bengal,8.77,Male,0,7.83,0,1,0,1,ECE,Tier_3,0.651
85.27,78.73,98.02,591.8,General,Tamil_Nadu,2.24,Male,0,7.1,1,0,0,2,EE,Tier_2,0.5597
88.55,78.74,71.64,622.28,ST,Delhi,2.64,Male,0,7.25,0,1,1,0,Chemical,Tier_2,0.6718
88.05,72.55,89.81,572.14,OBC,Karnataka,2.18,Male,0,7.2,1,0,0,0,IT,Tier_2,0.5424
70.3,76.11,59.81,629.46,OBC,Uttar_Pradesh,4.61,Female,0,8.65,2,1,1,0,ME,Tier_3,0.64
86.59,84.75,96.58,662.83,ST,Uttar_Pradesh,9.38,Female,1,7.05,1,1,0,0,IT,Tier_1,0.5848
90.01,98.02,58.32,520.63,OBC,Telangana,3.59,Male,1,7.05,0,0,0,0,EE,Tier_2,0.5545
79.54,78.63,91.66,489.44,ST,Tamil_Nadu,3.99,Female,0,8.75,1,1,1,1,ME,Tier_3,0.7363
55.16,55.27,59.57,477.1,ST,West_Bengal,3.86,Female,0,5.75,1,1,0,0,Chemical,Tier_3,0.6098
85.58,74.89,56.05,538.32,SC,West_Bengal,4.31,Female,0,7.83,0,0,1,3,ME,Tier_1,0.6117
82.27,77.97,78.73,586.79,General,Rajasthan,11.85,Male,0,6.09,0,1,0,0,ME,Tier_3,0.7083
81.45,81.44,99.99,734.29,General,Kerala,5.48,Male,0,8.36,0,1,0,0,EE,Tier_2,0.7045
87.47,79.27,57.66,584.6,OBC,Gujarat,16.76,Male,0,7.58,0,1,0,0,ME,Tier_1,0.5736
87.24,69.31,60.03,510.38,General,Maharashtra,4.52,Male,1,8.22,0,1,0,1,ECE,Tier_3,0.6075
77.16,68.1,86.96,685.09,General,Gujarat,7.1,Female,0,7.12,0,1,0,0,ME,Tier_1,0.4811
99.0,89.44,59.51,535.43,General,Kerala,5.95,Male,0,8.42,0,0,1,1,Biotech,Tier_2,0.6569
67.09,72.88,95.92,630.26,General,Maharashtra,8.75,Male,0,7.46,0,1,0,1,ME,Tier_3,0.7438
74.1,59.99,89.5,493.65,OBC,Uttar_Pradesh,10.68,Female,0,8.45,1,1,0,0,Biotech,Tier_1,0.5946
54.74,60.44,76.24,497.39,General,Uttar_Pradesh,7.13,Male,2,7.46,0,0,0,2,IT,Tier_2,0.4233
78.51,76.72,68.06,542.52,General,Uttar_Pradesh,50.0,Male,0,5.81,0,1,0,0,ME,Tier_3,0.6187
73.51,67.85,95.89,551.83,SC,Telangana,23.75,Male,1,6.58,0,1,0,0,ECE,Tier_1,0.5541
92.24,79.87,99.31,639.14,EWS,Gujarat,4.56,Male,2,7.26,0,0,0,0,EE,Tier_1,0.4964
86.57,74.71,72.33,637.44,OBC,Delhi,20.71,Male,0,8.13,0,1,1,0,Biotech,Tier_2,0.5974
91.49,85.17,94.89,730.33,EWS,Maharashtra,18.99,Female,0,7.38,0,0,0,0,ME,Tier_1,0.585
84.93,88.46,68.58,662.62,General,Delhi,2.52,Male,0,7.88,1,1,1,2,CSE,Tier_3,0.6388
49.25,64.06,48.64,445.48,SC,Telangana,1.33,Female,0,9.12,0,1,0,1,CSE,Tier_3,0.67
85.44,70.81,49.73,547.72,OBC,Maharashtra,8.58,Male,0,7.22,1,1,0,0,ME,Tier_2,0.5416
86.9,79.33,85.1,679.81,OBC,West_Bengal,6.5,Female,0,9.49,1,1,1,1,ME,Tier_1,0.6301
42.13,40.0,40.89,298.85,SC,West_Bengal,1.0,Female,0,5.8,0,1,1,0,ME,Tier_3,0.572
60.33,63.1,52.62,573.46,SC,Delhi,8.01,Male,0,4.57,0,1,1,0,ME,Tier_1,0.5066
72.42,75.47,68.05,442.2,General,Delhi,7.51,Female,0,7.58,0,0,0,0,CE,Tier_2,0.5106
99.0,99.0,72.61,570.41,OBC,Gujarat,4.45,Male,0,9.12,0,1,0,2,ECE,Tier_2,0.7129
99.0,75.01,89.09,558.74,SC,Tamil_Nadu,25.58,Male,0,9.05,0,0,1,0,ME,Tier_1,0.6156
78.73,66.41,93.52,621.19,OBC,Uttar_Pradesh,6.05,Female,1,7.86,0,0,0,0,ME,Tier_3,0.6985
87.08,82.11,60.43,568.67,General,Tamil_Nadu,5.28,Male,0,7.74,0,1,0,1,CE,Tier_3,0.6628
72.22,57.61,95.4,701.04,General,Delhi,7.24,Female,1,7.57,1,1,0,0,ME,Tier_2,0.6136
80.49,77.72,81.58,538.72,General,Tamil_Nadu,2.43,Male,0,8.73,0,0,0,3,EE,Tier_2,0.6418
77.79,79.43,71.79,572.33,OBC,Delhi,3.48,Male,0,6.7,0,1,0,0,EE,Tier_2,0.5666
69.75,58.57,58.54,524.93,OBC,Karnataka,1.0,Male,0,6.09,2,1,1,1,ME,Tier_3,0.6305
84.36,80.11,71.86,664.26,General,Delhi,9.86,Female,0,8.49,2,1,0,0,IT,Tier_2,0.487
90.21,73.45,91.44,665.08,SC,West_Bengal,15.06,Female,0,7.9,0,0,0,0,Chemical,Tier_1,0.6081
83.05,89.14,80.68,588.84,SC,Karnataka,9.07,Female,0,8.8,2,0,0,3,IT,Tier_2,0.6437
91.43,85.65,73.92,598.02,General,Delhi,8.52,Female,0,8.73,0,1,0,2,IT,Tier_1,0.5759
99.0,84.18,68.09,600.87,General,Gujarat,6.73,Female,1,7.62,0,1,0,1,IT,Tier_2,0.5697
92.42,74.79,85.29,700.74,ST,Uttar_Pradesh,24.02,Male,0,7.01,0,1,1,0,ECE,Tier_2,0.7792
